id,naslov,studio,zanri,dolzina,vir,tip,stevilo,ocena

18227,Bakujuu Gasshin Ziguru Hazeru,Production Reed,"1,18",6,Other,TV,477,N/A

33538,Shima Kousaku no Asia Risshi-den,-,"8,42",26,Manga,TV,470,N/A

18241,Himitsukessha Taka no Tsume MAX,DLE,"4,20,31",38,-,TV,419,N/A

19445,Tetsujin 28-gou Gao!,Eiken,"36,18",151,Manga,TV,374,N/A

21053,Ikemen Kyuugo-tai Nurse Angels,-,4,10,-,TV,308,N/A

18469,Odoriko Clinoppe,-,"4,36",26,-,TV,233,N/A

16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Lerche,"14,7,40,23",13,Game,TV,"798,908",7.24

15451,High School DxD New,TNK,"1,4,22,9,6,35,23",12,Light novel,TV,"779,742",7.50

18507,Free!,Animation Do,"4,8,36,30,23",12,Original,TV,"688,527",7.35

11633,Blood Lad,Brain&#039;s Base,"1,4,37,6,32,42",10,Manga,TV,"602,113",7.29

17074,Monogatari Series: Second Season,Shaft,"4,7,22,37,32",26,Light novel,TV,"577,196",8.78

16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,SILVER LINK.,"4,36,23",12,Web manga,TV,"565,319",7.01

16706,Kami nomi zo Shiru Sekai: Megami-hen,Manglobe,"4,22,37,35,27",12,Manga,TV,"300,880",8.04

16918,Gin no Saji,A-1 Pictures,"4,36,23,27",11,Manga,TV,"254,310",8.10

14829,Fate/kaleid liner Prisma☆Illya,SILVER LINK.,"1,4,10",10,Manga,TV,"238,263",7.07

16009,Kamisama no Inai Nichiyoubi,Madhouse,"2,10,7",12,Light novel,TV,"201,058",7.32

18119,Servant x Service,A-1 Pictures,"4,36,42",13,4-koma manga,TV,"187,180",7.65

16353,Love Lab,Doga Kobo,"4,22,23",13,Manga,TV,"176,595",7.33

18229,Gatchaman Crowds,Tatsunoko Production,"2,24",12,Original,TV,"171,508",7.31

16732,Kiniro Mosaic,Studio Gokumi,"4,36,23,42",12,4-koma manga,TV,"165,842",7.25

15605,Brothers Conflict,Brain&#039;s Base,"22,35,25",12,Novel,TV,"161,071",6.03

17909,Uchouten Kazoku,P.A. Works,"4,8,10,36,6",13,Novel,TV,"148,394",7.86

16157,Choujigen Game Neptune The Animation,David Production,"1,4,10,24,37,20",12,Game,TV,"139,771",6.95

17741,Kimi no Iru Machi,Gonzo,"8,22,36,27",12,Manga,TV,"135,291",6.88

17831,Inu to Hasami wa Tsukaiyou,Gonzo,"4,37",12,Light novel,TV,"126,944",6.56

16890,Makai Ouji: Devils and Realist,Doga Kobo,"4,10,7,37,6,13,23,43",12,Manga,TV,"105,133",7.03

17389,Kingdom 2nd Season,Studio Pierrot,"1,13,38,42",39,Manga,TV,"92,166",8.36

19383,Yami Shibai,ILCA,"5,14,37",13,Original,TV,"89,867",7.02

18041,Rozen Maiden (2013),Studio Deen,"1,4,8,42",13,Manga,TV,"70,127",7.34

18055,Hakkenden: Touhou Hakken Ibun 2nd Season,Studio Deen,"1,10,37,6,25",13,Manga,TV,"57,466",7.64

18523,Senyuu. 2,LIDENFILMS,"1,4,10,20,27",13,Web manga,TV,"53,224",7.45

15793,Senki Zesshou Symphogear G,Satelight,"1,24,19",13,Original,TV,"52,653",7.45

17821,Stella Jogakuin Koutou-ka C³-bu,Gainax,"30,38,23",13,Manga,TV,"50,883",6.53

17651,Genei wo Kakeru Taiyou,AIC,,13,Original,TV,"50,089",6.41

18465,Genshiken Nidaime,Production I.G,"4,36,20",13,Manga,TV,"47,272",7.45

18495,Kitakubu Katsudou Kiroku,Nomad,"4,36,23",12,Manga,TV,"45,582",6.78

16051,Ro-Kyu-Bu! SS,Barnum Studio,"4,30,9,23",12,Light novel,TV,"34,733",7.07

18121,Teekyuu 2,MAPPA,"4,30,23,27",12,Manga,TV,"28,014",6.72

15883,Fantasista Doll,Hoods Entertainment,"10,24",12,Original,TV,"25,264",6.16

18099,Recorder to Randoseru Mi☆,Seven,"4,36,23,42",12,4-koma manga,TV,"20,815",6.65

15731,Tamayura: More Aggressive,TYO Animations,"4,8,36",12,Original,TV,"18,191",7.55

17267,Futari wa Milky Holmes,J.C.Staff,"4,7,31",12,Original,TV,"9,844",5.80

18771,Gifuu Doudou!!: Kanetsugu to Keiji,Studio Deen,"1,13,17,21,42",25,Manga,TV,"7,402",6.46

19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,AIC Frontier,4,10,-,TV,"2,983",5.33

23897,Lovely Movie: Itoshi no Muco,Doga Kobo,36,20,Manga,TV,"1,247",6.39

31427,Zinba,-,"1,2,4,6,31",52,-,TV,"1,246",6.62

27757,Anisava,DLE,"4,22,36",13,-,TV,642,5.69

19305,Nyuru Nyuru!! Kakusen-kun,DLE,4,25,-,TV,609,N/A

18679,Kill la Kill,Trigger,"1,4,9,23,31",24,Original,TV,"1,462,089",8.06

18153,Kyoukai no Kanata,Kyoto Animation,"10,36,37",12,Light novel,TV,"986,727",7.75

17265,Log Horizon,Satelight,"1,2,10,11",25,Light novel,TV,"973,357",7.96

17895,Golden Time,J.C.Staff,"4,8,22",24,Light novel,TV,"835,219",7.76

18115,Magi: The Kingdom of Magic,A-1 Pictures,"1,2,10,27",25,Manga,TV,"725,056",8.24

16894,Kuroko no Basket 2nd Season,Production I.G,"4,30,23,27",25,Manga,TV,"698,352",8.24

18277,Strike the Blood,Connect,"1,10,37,9,35,23,32",24,Light novel,TV,"559,568",7.08

16067,Nagi no Asu kara,P.A. Works,"8,10,22",26,Original,TV,"527,189",8.03

16011,Tokyo Ravens,8bit,"1,4,22,37,23",24,Light novel,TV,"424,807",7.47

19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Diomedéa,"4,22,35,23",10,Light novel,TV,"364,319",7.21

17549,Non Non Biyori,SILVER LINK.,"4,36,23,42",12,Manga,TV,"362,110",7.95

18247,IS: Infinite Stratos 2,8bit,"1,4,24,9,35,18",12,Light novel,TV,"341,945",6.50

19369,Outbreak Company,feel.,"4,10,35,20",12,Light novel,TV,"309,248",7.24

17513,Diabolik Lovers,Zexcs,"35,23,32,25",12,Visual novel,TV,"294,808",5.24

17247,Machine-Doll wa Kizutsukanai,Lerche,"1,10,9,23",12,Light novel,TV,"288,140",7.10

18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,asread.,"4,10,22,9",12,Light novel,TV,"264,302",6.86

18245,White Album 2,Satelight,"8,22,36,19",13,Visual novel,TV,"214,372",7.66

18689,Diamond no Ace,Madhouse,"4,30,23,27",75,Manga,TV,"205,884",8.11

18179,Yowamushi Pedal,TMS Entertainment,"4,8,30,27",38,Manga,TV,"201,384",7.96

19647,Hajime no Ippo: Rising,Madhouse,"4,8,30,27",25,Manga,TV,"199,715",8.58

19703,Kyousou Giga (TV),Toei Animation,"1,10,37",10,Original,TV,"161,632",7.75

18001,Freezing Vibration,A.C.G.T.,"1,8,22,24,9,35,17,38,42",12,Manga,TV,"148,920",6.76

18195,Little Busters!: Refrain,J.C.Staff,"4,8,22,36,37,23",13,Visual novel,TV,"146,654",8.21

18893,Aoki Hagane no Arpeggio: Ars Nova,SANZIGEN,"1,24,42",12,Manga,TV,"138,199",7.37

19365,Samurai Flamenco,Manglobe,"1,4,20,31",22,Original,TV,"120,660",6.89

19151,Walkure Romanze,8bit,"1,22,30,9,35,23",12,Visual novel,TV,"120,652",6.34

9479,Coppelion,GoHands,"1,24,42",13,Manga,TV,"111,577",6.47

18497,Yozakura Quartet: Hana no Uta,Tatsunoko Production,"1,4,37,31,27",13,Manga,TV,"111,173",7.48

18295,Kakumeiki Valvrave 2nd Season,Sunrise,"1,18,29",12,Original,TV,"86,037",7.28

18767,BlazBlue: Alter Memory,Hoods Entertainment,"1,10",12,Game,TV,"82,690",6.11

19319,Gundam Build Fighters,Sunrise,"1,24,18",25,Original,TV,"65,279",7.75

18411,Gingitsune,Diomedéa,"36,37,42",12,Manga,TV,"52,346",7.17

19367,Galilei Donna,A-1 Pictures,"1,2,24",11,Original,TV,"50,870",6.43

11763,Sekai de Ichiban Tsuyoku Naritai!,Arms,"1,30,9",12,Manga,TV,"47,517",5.79

20033,Miss Monochrome The Animation,LIDENFILMS,"4,36,19",13,Original,TV,"45,317",6.39

15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,Sunrise,"1,7,11,27",25,Original,TV,"33,370",7.27

19841,Super Seisyun Brothers,AIC PLUS+,"4,36,43",14,Web manga,TV,"29,930",6.75

19257,Meganebu!,Studio Deen,"4,36,23",12,Other,TV,"29,134",6.27

20473,Teekyuu 3,MAPPA,"4,30,23,27",12,Manga,TV,"23,757",6.76

19919,Tesagure! Bukatsumono,Yaoyorozu,"36,20,23",12,Original,TV,"11,003",6.73

20329,Koroshiya-san: The Hired Gun,Opera House,"1,4,41,39,42",10,4-koma manga,TV,"6,674",5.53

19871,Gaist Crusher,Studio Pierrot,"1,10,37",51,Game,TV,"2,147",5.75

19825,Saikyou Ginga Ultimate Zero: Battle Spirits,Sunrise,"2,11,29",49,Card game,TV,"1,592",6.52

20507,Noragami,Bones,"1,2,4,37,27",12,Manga,TV,"1,799,013",7.98

18897,Nisekoi,Shaft,"4,22,35,23,27",20,Manga,TV,"992,418",7.61

18671,Chuunibyou demo Koi ga Shitai! Ren,Kyoto Animation,"4,8,22,36,23",12,Light novel,TV,"622,545",7.56

20031,D-Frag!,Brain&#039;s Base,"4,11,23,42",12,Manga,TV,"344,736",7.54

20541,Mikakunin de Shinkoukei,Doga Kobo,"4,22,36,23",12,4-koma manga,TV,"338,952",7.41

20057,Space☆Dandy,Bones,"4,24,29",13,Original,TV,"299,503",7.88

21085,Witch Craft Works,J.C.Staff,"1,10,37,42",12,Manga,TV,"273,952",7.03

20689,Hamatora The Animation,NAZ,"4,8,7,31",12,Original,TV,"271,017",7.28

20047,Sakura Trick,Studio Deen,"4,26,22,36,23,42",12,4-koma manga,TV,"230,757",6.99

19769,Mahou Sensou,Madhouse,"1,10",12,Light novel,TV,"223,028",6.00

20847,Seitokai Yakuindomo*,GoHands,"4,36,23,27",13,4-koma manga,TV,"222,384",7.71

18139,Tonari no Seki-kun,Shin-Ei Animation,"4,23,42",21,Manga,TV,"195,880",7.56

19315,Pupa,Studio Deen,"10,14,40",12,Manga,TV,"165,447",3.34

18095,Nourin,SILVER LINK.,"4,22,9,20,23",12,Light novel,TV,"163,133",6.78

17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",Project No.9,"4,22,37,9,27",12,Manga,TV,"150,329",6.23

20457,"Inari, Konkon, Koi Iroha.",Production IMS,"4,22,37,23,42",10,Manga,TV,"143,394",7.21

15565,Maken-Ki! Two,Xebec,"1,9,35,17,23,31",10,Manga,TV,"130,088",6.16

19363,Gin no Saji 2nd Season,A-1 Pictures,"4,36,23,27",11,Manga,TV,"129,469",8.28

20973,Sekai Seifuku: Bouryaku no Zvezda,A-1 Pictures,"1,4,10",12,Original,TV,"128,063",7.07

20431,Hoozuki no Reitetsu,Wit Studio,"4,10,37,6,42",13,Manga,TV,"114,397",7.79

20931,Oneechan ga Kita,C2C,"4,36",12,4-koma manga,TV,"101,313",6.35

21177,Nobunaga the Fool,Satelight,"1,24,13,18",24,Other,TV,"92,386",6.66

19117,Toaru Hikuushi e no Koiuta,TMS Entertainment,"2,8,22",13,Light novel,TV,"92,034",7.17

21437,Buddy Complex,Sunrise,"1,24,18",13,Original,TV,"77,464",7.15

20555,SoniAni: Super Sonico The Animation,White Fox,"36,19",12,Other,TV,"75,361",6.08

19855,Nobunagun,Bridge,"1,24,31",13,Manga,TV,"61,481",6.69

20053,Wizard Barristers: Benmashi Cecil,Arms,"1,10,18,39",12,Original,TV,"53,837",6.18

19023,"Wake Up, Girls!",Ordet,"8,19",12,Original,TV,"49,573",6.98

20533,Z/X: Ignition,Telecom Animation Film,"2,10,24,11",12,Card game,TV,"37,976",6.51

16123,Saki Zenkoku-hen,Studio Gokumi,"36,11,23",13,Manga,TV,"31,327",7.41

21067,Strange+,Seven,"4,36,43",12,Manga,TV,"29,595",5.99

21325,Pupipo!,AIC PLUS+,"4,36,37,23",15,Manga,TV,"19,199",6.82

21267,Go! Go! 575,C2C,36,4,Game,TV,"10,778",5.64

21407,Happiness Charge Precure!,Toei Animation,"1,10,25",49,Original,TV,"9,773",6.77

19067,Future Card Buddyfight,OLM,11,64,Card game,TV,"9,175",6.71

22013,Koukaku Kidoutai Nyuumon Arise,Production I.G,4,26,-,TV,"7,173",6.81

20267,Wooser no Sono Higurashi: Kakusei-hen,LIDENFILMS,"4,10,36",12,Web manga,TV,"5,969",6.60

21427,Minna Atsumare! Falcom Gakuen,-,"4,20,23,42",13,4-koma manga,TV,"4,964",5.90

21851,Tesagure! Bukatsumono Encore,Yaoyorozu,"36,20,23",12,Original,TV,"4,289",7.08

22849,Nyamen,-,4,12,-,TV,"1,097",N/A

24845,Nyanfuru,MMDGP,"4,19",124,Original,TV,475,N/A

21433,Chou Zenmairobo: Patrasche,Nippon Animation,"4,24,13,18,20",13,-,TV,443,N/A

22541,Oniku Daisuki! Zeushi-kun,DLE,"4,47",12,Original,TV,414,N/A

35694,Kirin the Noop,-,2,?,Original,TV,400,N/A

22755,Chikasugi Idol Akae-chan,DLE,"4,11,20",12,Game,TV,312,N/A

19815,No Game No Life,Madhouse,"2,4,10,37,9,11",12,Light novel,TV,"2,016,741",8.13

20583,Haikyuu!!,Production I.G,"4,8,30,23,27",25,Manga,TV,"1,532,169",8.47

20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,David Production,"1,2,8,37,27",24,Manga,TV,"897,108",8.09

20785,Mahouka Koukou no Rettousei,Madhouse,"1,22,24,37,23",26,Light novel,TV,"878,968",7.46

22043,Fairy Tail (2014),A-1 Pictures,"1,2,4,10,27",102,Manga,TV,"818,537",7.67

20787,Black Bullet,Kinema Citrus,"1,7,24,42",13,Light novel,TV,"799,160",7.13

19163,Date A Live II,Production IMS,"4,22,24,35,18,23",10,Light novel,TV,"522,220",7.21

21603,Mekakucity Actors,Shaft,"4,24,37,31",12,Music,TV,"403,335",7.05

21405,Bokura wa Minna Kawai-sou,Brain&#039;s Base,"4,22,36,23,42",12,Manga,TV,"336,160",7.69

20853,Hitsugi no Chaika,Bones,"1,2,4,10,22",12,Light novel,TV,"335,185",7.25

22135,Ping Pong the Animation,Tatsunoko Production,"8,30,40,42",11,Manga,TV,"315,874",8.62

21431,Gokukoku no Brynhildr,Arms,"8,7,24,42",13,Manga,TV,"301,021",6.89

21327,Isshuukan Friends.,Brain&#039;s Base,"4,36,23,27",12,4-koma manga,TV,"275,892",7.55

22101,Soredemo Sekai wa Utsukushii,Studio Pierrot,"2,10,22,25",12,Manga,TV,"261,363",7.64

21939,Mushishi Zoku Shou,Artland,"2,10,7,36,37,13,42",10,Manga,TV,"253,943",8.71

21863,Mangaka-san to Assistant-san to The Animation,Zexcs,"4,36,9,35,42",12,Manga,TV,"243,015",7.14

19429,Akuma no Riddle,Diomedéa,"1,26,23",12,Manga,TV,"240,399",6.62

19111,Love Live! School Idol Project 2nd Season,Sunrise,"36,19,23",13,Other,TV,"226,378",7.78

21561,Ryuugajou Nanana no Maizoukin (TV),A-1 Pictures,"2,4,7,37",11,Light novel,TV,"213,952",7.16

19775,Sidonia no Kishi,Polygon Pictures,"1,24,18,29,42",12,Manga,TV,"207,440",7.66

21273,Gochuumon wa Usagi Desu ka?,White Fox,"4,36",12,4-koma manga,TV,"204,054",7.50

21033,Seikoku no Dragonar,C-Station,"4,10,9,23",12,Light novel,TV,"187,948",6.47

21507,Soul Eater NOT!,Bones,"1,4,37,9,27",12,Manga,TV,"182,533",5.92

19685,Kanojo ga Flag wo Oraretara,Hoods Entertainment,"4,22,35,23",13,Light novel,TV,"170,698",6.40

22777,Dragon Ball Kai (2014),Toei Animation,"1,2,4,10,17,31,27",61,Manga,TV,"149,621",7.66

22273,Selector Infected WIXOSS,J.C.Staff,"11,40",12,Card game,TV,"135,813",7.24

21185,Baby Steps,Studio Pierrot,"22,30,23,27",25,Manga,TV,"131,960",7.82

21563,Kamigami no Asobi,Brain&#039;s Base,"10,22,37,35,25",12,Visual novel,TV,"128,815",7.04

22547,Blade &amp; Soul,Gonzo,"1,2,10,17",13,Game,TV,"114,819",6.07

22507,Initial D Final Stage,SynergySP,"30,3,42",4,Manga,TV,"104,157",8.25

22433,Break Blade,Production I.G,"1,10,18,38,27",12,Manga,TV,"84,763",7.27

22123,Inugami-san to Nekoyama-san,Seven,"4,26,23",12,4-koma manga,TV,"69,364",6.55

21677,Captain Earth,Bones,"1,22,24,18,29",25,Original,TV,"62,516",6.41

21809,Kenzen Robo Daimidaler,TNK,"1,4,9,18,42",12,Manga,TV,"61,590",6.15

21167,Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Studio Gokumi,10,12,Game,TV,"56,831",6.44

23133,M3: Sono Kuroki Hagane,Satelight,"1,8,7,24,18,40",24,Original,TV,"53,433",6.60

21639,Yu☆Gi☆Oh! Arc-V,Gallop,"1,10,11,27",148,Manga,TV,"52,527",6.72

20971,Kiniro no Corda: Blue♪Sky,TYO Animations,"35,19,23,25",12,Visual novel,TV,"24,605",6.41

21821,Fuuun Ishin Dai☆Shogun,A.C.G.T.,"1,13,18",12,Original,TV,"23,995",5.71

22817,Kindaichi Shounen no Jikenbo Returns,Toei Animation,"7,27",25,Manga,TV,"16,200",7.53

21421,Mahou Shoujo Taisen,Gainax,,26,Other,TV,"15,957",5.76

21729,Cardfight!! Vanguard: Legion Mate-hen,TMS Entertainment,"1,2,6,11,27",33,Original,TV,"13,583",6.73

22693,Lady Jewelpet,Studio Comet,"10,22,25",52,Original,TV,"9,062",7.41

21835,Majin Bone,Toei Animation,11,52,Game,TV,"9,028",6.65

22831,Abarenbou Rikishi!! Matsutarou,Toei Animation,"30,42",23,Manga,TV,"8,415",6.08

21671,Keroro,Sunrise,"4,24,27",23,-,TV,"8,035",6.86

23213,Kantoku Fuyuki Todoki,DLE,"4,36,43",13,Manga,TV,"6,351",5.94

22733,Dragon Collection,OLM,"10,27",51,Card game,TV,"4,674",6.21

22215,Pretty Rhythm: All Star Selection,Dongwoo A&amp;E,"30,19,25",11,Game,TV,"2,780",6.46

22735,Oreca Battle,OLM,11,51,-,TV,"2,330",5.87

23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Studio Deen,4,13,-,TV,"2,218",5.54

18205,World Fool News (TV),-,"4,36",12,-,TV,"1,984",5.95

28595,Pac-World,OLM Digital,"2,4,24",52,Game,TV,"1,748",5.25

23901,Lovely Movie: Itoshi no Muco Season 2,Doga Kobo,36,22,Manga,TV,764,6.18

22821,Himitsukessha Taka no Tsume EX,DLE,"4,20,31",38,-,TV,397,N/A

38363,Ohayou Hakushon Daimaou,Kate Arrow,"4,20",237,Other,TV,312,N/A

31019,Norasco (TV),Kachidoki Studio,"4,36",43,Original,TV,278,N/A

29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Tatsunoko Production,19,10,-,TV,262,N/A

35605,Astar-eul Hyanghae Chaguchagu,-,,27,Game,TV,243,N/A

22319,Tokyo Ghoul,Studio Pierrot,"1,8,14,7,37,40,42",12,Manga,TV,"2,300,223",7.80

22199,Akame ga Kill!,White Fox,"1,2,8,10,27",24,Manga,TV,"1,695,640",7.48

21881,Sword Art Online II,A-1 Pictures,"1,2,10,22,11",24,Light novel,TV,"1,657,751",6.72

23283,Zankyou no Terror,MAPPA,"7,41,40",11,Original,TV,"949,007",8.11

23289,Gekkan Shoujo Nozaki-kun,Doga Kobo,"4,22,23",12,4-koma manga,TV,"781,179",7.89

21995,Ao Haru Ride,Production I.G,"8,22,36,23,25",12,Manga,TV,"733,409",7.66

22789,Barakamon,Kinema Citrus,"4,36",12,Web manga,TV,"563,761",8.40

22729,Aldnoah.Zero,A-1 Pictures,"1,24,18,38",12,Original,TV,"462,888",7.41

21855,Hanamonogatari,Shaft,"4,7,37",5,Light novel,TV,"370,245",7.96

22265,Free!: Eternal Summer,Animation Do,"4,8,36,30,23",13,Original,TV,"358,543",7.65

22145,Kuroshitsuji: Book of Circus,A-1 Pictures,"1,4,7,37,6,13,27",10,Manga,TV,"339,042",8.09

22877,Seireitsukai no Blade Dance,TNK,"1,4,10,22,37,9,35,23",12,Light novel,TV,"314,994",6.75

21105,Love Stage!!,J.C.Staff,"28,4,22",10,Manga,TV,"222,432",7.26

23309,Rail Wars!,Passione,"1,9,35,39",12,Light novel,TV,"184,386",6.40

22865,Rokujouma no Shinryakusha!? (TV),SILVER LINK.,"4,37,35,23",12,Light novel,TV,"160,698",7.15

21353,Tokyo ESP,Xebec,"1,4,24,37,31,27",12,Manga,TV,"157,460",6.56

23079,Glasslip,P.A. Works,"22,36,37",13,Original,TV,"153,182",5.43

23421,Re:␣Hamatora,Lerche,"4,8,7,31",12,Original,TV,"151,658",7.37

23333,DRAMAtical Murder,NAZ,"1,24,40,31",12,Visual novel,TV,"149,925",6.07

23327,Space☆Dandy 2nd Season,Bones,"4,24,29",13,Original,TV,"143,274",8.26

20509,Fate/kaleid liner Prisma☆Illya 2wei!,SILVER LINK.,"1,4,10",10,Manga,TV,"138,632",7.26

20709,Sabage-bu!,Pierrot Plus,"1,4,38,25",12,Manga,TV,"137,660",7.36

22835,Himegoto,Asahi Production,"4,36,9,23",13,4-koma manga,TV,"106,835",5.92

21681,Hanayamata,Madhouse,"4,36,23",12,Manga,TV,"100,233",7.33

24075,Persona 4 the Golden Animation,A-1 Pictures,"2,7,24,37,23,31",12,Game,TV,"77,752",6.62

23945,Majimoji Rurumo,J.C.Staff,"4,10,9,23,27",12,Manga,TV,"66,839",6.84

23121,Jinsei,feel.,"4,36,23",13,Light novel,TV,"63,160",6.48

24135,Nobunaga Concerto,Fuji TV,"4,22,13,27",10,Manga,TV,"51,589",7.58

22537,Yami Shibai 2,ILCA,"5,14,37",13,Original,TV,"41,976",6.49

23325,Shirogane no Ishi: Argevollen,Xebec,"1,18",24,Original,TV,"41,603",6.50

22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,feel.,"4,36,42",12,4-koma manga,TV,"41,390",6.89

22225,Momo Kyun Sword,Project No.9,"4,10,9",12,Light novel,TV,"30,666",5.58

21435,Yama no Susume: Second Season,8bit,"2,4,36",24,Manga,TV,"27,942",7.55

23037,Bakumatsu Rock,Studio Deen,"1,4,13,19,25",12,Game,TV,"27,268",6.05

23201,Sengoku Basara: Judge End,Telecom Animation Film,"1,13,17,21,31",12,Game,TV,"25,318",6.86

23135,PriPara,Dongwoo A&amp;E,"36,19,23,25",140,Game,TV,"18,024",7.44

23151,Shounen Hollywood: Holly Stage for 49,Zexcs,"36,19,25",13,Novel,TV,"14,670",6.08

23433,Shin Strange+,Seven,"4,36,43",12,Manga,TV,"13,075",6.23

23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,Seven,"4,36",12,4-koma manga,TV,"11,617",5.97

22955,Francesca,Telecom Animation Film,"4,10",24,Original,TV,"9,123",5.44

24835,Mobile Suit Gundam-san,Sunrise,"4,18,20",13,4-koma manga,TV,"6,673",6.19

23375,Minarai Diva,Yaoyorozu,19,10,Original,TV,"1,593",5.34

24417,Maido! Urayasu Tekkin Kazoku,Studio Deen,"4,27",25,Manga,TV,854,6.25

23273,Shigatsu wa Kimi no Uso,A-1 Pictures,"8,22,19,23,27",22,Manga,TV,"1,763,993",8.69

23755,Nanatsu no Taizai,A-1 Pictures,"1,2,10,37,27",24,Manga,TV,"1,689,412",7.76

22535,Kiseijuu: Sei no Kakuritsu,Madhouse,"1,8,14,24,40,42",24,Manga,TV,"1,498,967",8.36

22297,Fate/stay night: Unlimited Blade Works,ufotable,"1,10,37",12,Visual novel,TV,"872,282",8.20

25157,Trinity Seven,Seven Arcs Pictures,"1,4,10,22,37,9,35,23,27",12,Manga,TV,"700,046",7.11

25013,Akatsuki no Yona,Studio Pierrot,"1,2,4,10,22,25",24,Manga,TV,"689,394",8.04

23281,Psycho-Pass 2,Tatsunoko Production,"1,24,41,39,40",11,Original,TV,"562,747",7.41

22147,Amagi Brilliant Park,Kyoto Animation,"4,8,10",13,Light novel,TV,"559,195",7.49

23321,Log Horizon 2nd Season,Studio Deen,"1,2,10,11",25,Light novel,TV,"534,391",7.60

17729,Grisaia no Kajitsu,8bit,"8,22,35,40,23",13,Visual novel,TV,"519,300",7.52

23673,Ookami Shoujo to Kuro Ouji,TYO Animations,"4,22,23,25",12,Manga,TV,"392,411",7.10

25835,Shirobako,P.A. Works,"4,8",24,Original,TV,"389,029",8.32

21843,Shingeki no Bahamut: Genesis,MAPPA,"1,2,10,37,6",12,Card game,TV,"359,845",7.65

25159,Inou-Battle wa Nichijou-kei no Naka de,Trigger,"4,22,36,37,35,23",12,Light novel,TV,"359,793",7.10

28025,Tsukimonogatari,Shaft,"4,7,37,9",4,Light novel,TV,"359,169",8.12

24405,World Trigger,Toei Animation,"1,24,37,23,27",73,Manga,TV,"322,046",7.58

26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,Seven,"4,22,36,42",13,4-koma manga,TV,"302,028",7.33

24455,Madan no Ou to Vanadis,Satelight,"2,10,22,9,35",13,Light novel,TV,"294,614",7.14

24701,Mushishi Zoku Shou 2nd Season,Artland,"2,10,7,36,37,13,42",10,Manga,TV,"222,472",8.75

22687,Terra Formars,LIDENFILMS,"1,8,14,24,29,42",13,Manga,TV,"203,341",7.02

24231,Hitsugi no Chaika: Avenging Battle,Bones,"1,2,4,10,22",10,Light novel,TV,"180,051",7.19

25731,Cross Ange: Tenshi to Ryuu no Rondo,Sunrise,"1,24,18",25,Original,TV,"169,696",7.40

23251,Gugure! Kokkuri-san,TMS Entertainment,"4,37,27",12,4-koma manga,TV,"163,671",7.57

24705,"Ore, Twintail ni Narimasu.",Production IMS,"1,4,10,22,23,27",12,Light novel,TV,"140,422",6.47

25519,Yuuki Yuuna wa Yuusha de Aru,Studio Gokumi,"8,10,36,40",12,Original,TV,"131,305",7.38

23311,Garo: Honoo no Kokuin,MAPPA,"1,10,37,6",24,Original,TV,"130,551",7.38

17827,Daitoshokan no Hitsujikai,Felix Film,"22,35,23",12,Visual novel,TV,"118,980",6.89

24277,Yowamushi Pedal: Grande Road,TMS Entertainment,"4,8,30,27",24,Manga,TV,"117,134",8.09

24031,Denki-gai no Honya-san,Shin-Ei Animation,"4,36,42",12,Manga,TV,"116,049",7.20

21743,Donten ni Warau,Doga Kobo,"1,37,13,25",12,Manga,TV,"112,605",7.51

25517,Magic Kaito 1412,A-1 Pictures,"2,4,22,27",24,Manga,TV,"105,974",7.86

23209,Sora no Method,Studio 3Hz,"8,10,36,23",13,Original,TV,"97,471",6.76

24211,Orenchi no Furo Jijou,Asahi Production,"4,10,43",13,4-koma manga,TV,"96,755",6.98

21845,Ushinawareta Mirai wo Motomete,feel.,"8,22,24,23",12,Visual novel,TV,"83,486",6.74

24037,Selector Spread WIXOSS,J.C.Staff,"11,40",12,Card game,TV,"72,098",7.37

